Date,Hour,Purchase Bid (MWh),Sell Bid (MWh),MCV (MWh),Final Scheduled Volume (MWh),MCP (Rs/MWh) *,Weighted MCP (Rs/MWh)
04-01-2026,20,11520.83,10357.33,5016.75,5016.75,4504.76,4504.77
04-01-2026,21,10786.88,12228.73,5977.32,5977.32,3963.90,3962.39
04-01-2026,22,10562.18,15987.93,6050.08,6050.08,3845.05,3845.26
04-01-2026,23,11023.75,21677.58,6022.57,6022.57,3461.28,3461.52
04-01-2026,24,10046.88,26168.33,5450.52,5450.52,2886.90,2887.39
05-01-2026,1,10405.58,31741.43,6723.85,6723.85,2454.05,2455.16
05-01-2026,2,10797.68,33111.93,6996.38,6996.38,2418.59,2418.57
05-01-2026,3,11573.35,33619.03,7918.99,7918.99,2375.02,2375.49
05-01-2026,4,12021.43,33335.40,8308.44,8308.44,2394.38,2394.52
05-01-2026,5,12605.70,31851.18,8355.58,8355.58,2506.50,2504.07
05-01-2026,6,11862.83,24811.88,6433.64,6433.64,2795.34,2789.48
05-01-2026,7,14298.50,17453.65,7250.68,7250.68,3656.78,3670.75
05-01-2026,8,18591.10,14582.60,10866.98,10866.98,6822.31,7009.24
05-01-2026,9,19264.85,13932.55,10933.15,10933.15,6689.75,6820.85
05-01-2026,10,18963.20,13247.53,9050.40,9050.40,4717.18,4758.70
05-01-2026,11,15524.28,12927.90,7721.75,7721.75,3517.50,3518.12
05-01-2026,12,16391.70,19795.73,8886.60,8886.60,3281.32,3282.47
05-01-2026,13,15892.43,25813.48,7217.97,7217.97,2825.78,2825.87
05-01-2026,14,14283.65,30560.88,7313.02,7313.02,2559.06,2564.38
05-01-2026,15,15783.75,27931.90,8020.34,8020.34,2879.64,2885.40
05-01-2026,16,16538.03,21894.35,9203.69,9203.69,3245.69,3255.76
05-01-2026,17,15835.40,14609.35,8412.28,8412.28,4035.08,4062.04
05-01-2026,18,17857.90,8205.53,5733.90,5733.90,7660.24,7287.73
05-01-2026,19,19714.45,6656.80,4599.39,4599.39,10000.00,10000.00
05-01-2026,20,17315.43,7622.75,5485.65,5485.65,9125.44,9096.28
05-01-2026,21,13769.73,10437.88,6200.88,6200.88,4857.81,4846.39
05-01-2026,22,11644.75,16036.23,6605.16,6605.16,3851.10,3848.69
05-01-2026,23,11693.33,20316.38,6588.13,6588.13,3333.95,3338.90
05-01-2026,24,10430.70,25437.20,6089.57,6089.57,2764.48,2762.98
06-01-2026,1,13100.18,30408.90,7600.30,7600.30,2572.83,2575.58
06-01-2026,2,13392.93,32272.53,8056.90,8056.90,2520.26,2520.28
06-01-2026,3,14145.18,33394.50,8626.30,8626.30,2497.47,2499.31
06-01-2026,4,14902.93,33761.08,9561.31,9561.31,2584.35,2584.37
06-01-2026,5,15542.88,33012.55,9007.45,9007.45,2638.03,2636.78
06-01-2026,6,14531.75,24098.65,7710.80,7710.80,3000.73,2994.95
06-01-2026,7,16944.68,15770.25,7995.23,7995.23,3986.59,3990.41
06-01-2026,8,20535.53,12096.03,9262.23,9262.23,7168.22,7213.47
06-01-2026,9,20219.83,12342.45,9360.14,9360.14,5386.92,5413.19
06-01-2026,10,19275.43,14589.63,9901.80,9901.80,3953.02,3950.67
06-01-2026,11,17828.53,15018.33,9029.33,9029.33,3042.38,3036.05
06-01-2026,12,19130.40,21517.20,9576.36,9576.36,3050.62,3054.44
06-01-2026,13,16790.08,25949.58,8527.28,8527.28,2902.99,2910.17
06-01-2026,14,15193.90,30053.18,8295.40,8295.40,2501.59,2501.58
06-01-2026,15,17987.98,27638.20,8932.86,8932.86,2733.07,2736.88
06-01-2026,16,18467.75,22058.40,9554.92,9554.92,3197.40,3198.31
06-01-2026,17,17461.00,14488.63,8729.80,8729.80,4001.46,4005.92
06-01-2026,18,17969.08,8087.33,6026.35,6026.35,8865.11,8715.59
06-01-2026,19,21694.10,7162.93,5290.32,5290.32,10000.00,10000.00
06-01-2026,20,16249.88,8148.55,5602.15,5602.15,8000.57,8013.12
06-01-2026,21,12128.73,10103.25,5531.35,5531.35,4564.58,4563.17
06-01-2026,22,13726.18,14838.70,6989.25,6989.25,4201.76,4201.97
06-01-2026,23,13364.10,19191.65,6081.83,6081.83,3659.85,3653.19
06-01-2026,24,12025.18,25114.35,5806.80,5806.80,2879.42,2879.14
07-01-2026,1,12139.28,27321.35,6214.65,6214.65,2819.62,2820.59
07-01-2026,2,12816.00,29568.03,6645.58,6645.58,2746.94,2746.59
07-01-2026,3,14092.30,30771.58,7385.34,7385.34,2678.67,2679.45
07-01-2026,4,14841.10,31072.43,8010.50,8010.50,2712.84,2713.20
07-01-2026,5,15377.93,30180.83,7843.26,7843.26,2845.98,2845.15
07-01-2026,6,14622.08,20570.13,7147.42,7147.42,3344.44,3341.88
07-01-2026,7,19889.83,14141.90,9669.06,9669.06,5180.85,5175.99
07-01-2026,8,23811.53,11124.68,9235.48,9235.48,10000.00,10000.00
07-01-2026,9,23264.80,11618.68,9512.24,9512.24,8375.19,8378.90
07-01-2026,10,20653.53,12438.83,9287.45,9287.45,5199.76,5204.90
07-01-2026,11,19528.53,13264.55,8148.76,8148.76,3951.66,3934.81
07-01-2026,12,18127.35,19039.65,8115.26,8115.26,3228.37,3230.14
07-01-2026,13,15280.48,23390.13,7854.34,7854.34,3144.29,3147.46
07-01-2026,14,13805.55,27589.80,6608.52,6608.52,2502.88,2501.25
07-01-2026,15,16617.58,25345.85,7590.86,7590.86,2915.58,2917.65
07-01-2026,16,17711.75,21067.30,8687.60,8687.60,3191.67,3195.28
07-01-2026,17,19760.70,15521.50,9925.39,9925.39,4599.77,4622.22
07-01-2026,18,23083.85,8885.90,7013.30,7013.30,10000.00,10000.00
07-01-2026,19,25342.03,7523.25,5650.65,5650.65,10000.00,10000.00
07-01-2026,20,19269.70,7868.18,5995.57,5995.57,10000.00,10000.00
07-01-2026,21,14162.15,9251.15,6211.24,6211.24,5239.63,5226.36
07-01-2026,22,13364.58,12252.70,6928.65,6928.65,4469.07,4465.60
07-01-2026,23,12747.80,18377.10,5981.15,5981.15,3348.43,3349.94
07-01-2026,24,11923.98,24165.93,5765.03,5765.03,2910.28,2911.17
08-01-2026,1,12520.40,28051.43,6543.88,6543.88,2815.09,2814.63
08-01-2026,2,13009.90,29567.18,6760.99,6760.99,2662.46,2662.07
08-01-2026,3,13753.08,29836.20,7328.72,7328.72,2660.74,2660.77
08-01-2026,4,14571.80,30318.80,8015.67,8015.67,2680.63,2680.95
08-01-2026,5,14731.18,29421.05,7729.43,7729.43,2843.34,2843.26
08-01-2026,6,14760.98,21370.90,7608.85,7608.85,3340.47,3329.29
08-01-2026,7,17045.90,14917.98,8690.65,8690.65,4400.90,4401.03
08-01-2026,8,20322.53,11581.35,9319.67,9319.67,8338.67,8335.62
08-01-2026,9,22591.40,12234.38,10187.18,10187.18,9174.88,9122.17
08-01-2026,10,23113.80,14208.80,10920.47,10920.47,5560.63,5616.29
08-01-2026,11,19675.48,14708.18,9155.70,9155.70,3895.74,3901.87
08-01-2026,12,17303.75,18881.70,8774.13,8774.13,3436.22,3437.19
08-01-2026,13,14576.43,23512.70,8036.10,8036.10,3252.35,3253.26
08-01-2026,14,13329.65,27496.25,7119.85,7119.85,3046.90,3047.17
08-01-2026,15,16657.48,25102.20,8404.48,8404.48,3200.20,3200.63
08-01-2026,16,17651.73,20117.00,9531.98,9531.98,3394.47,3397.03
08-01-2026,17,16989.85,15314.15,8934.88,8934.88,3868.12,3872.22
08-01-2026,18,20280.00,9850.25,7196.92,7196.92,7503.90,7073.23
08-01-2026,19,25358.55,7388.55,5420.65,5420.65,10000.00,10000.00
08-01-2026,20,20620.28,7815.38,5947.47,5947.47,10000.00,10000.00
08-01-2026,21,15084.30,9234.40,6430.30,6430.30,5979.82,5932.66
08-01-2026,22,12935.68,11891.73,6705.12,6705.12,4390.17,4387.98
08-01-2026,23,12834.63,17726.85,6311.60,6311.60,3539.82,3539.51
08-01-2026,24,12804.80,23460.10,6635.03,6635.03,3030.48,3029.47
09-01-2026,1,12980.60,29927.80,7052.23,7052.23,2640.22,2639.50
09-01-2026,2,13156.25,31138.45,7477.19,7477.19,2560.44,2560.35
09-01-2026,3,13949.13,31808.10,8304.98,8304.98,2574.25,2574.57
09-01-2026,4,14227.90,32253.43,8716.43,8716.43,2557.37,2557.62
09-01-2026,5,14964.33,31306.65,8597.00,8597.00,2663.00,2660.35
09-01-2026,6,14321.85,22399.43,7065.29,7065.29,3177.18,3165.79
09-01-2026,7,16020.55,13961.65,7549.32,7549.32,4425.87,4433.59
09-01-2026,8,21494.53,10222.40,8317.87,8317.87,9325.13,9289.46
09-01-2026,9,23298.00,10529.63,8661.72,8661.72,10000.00,10000.00
09-01-2026,10,24102.18,12992.08,10620.65,10620.65,6787.59,6871.69
09-01-2026,11,20276.98,12217.48,8415.58,8415.58,4659.19,4661.18
09-01-2026,12,18999.13,17545.13,9915.60,9915.60,3703.92,3698.77
09-01-2026,13,17249.15,24275.18,10350.27,10350.27,3320.95,3322.97
09-01-2026,14,15658.93,28860.63,8011.93,8011.93,2707.16,2707.03
09-01-2026,15,18059.88,27290.63,8637.16,8637.16,2937.55,2942.02
09-01-2026,16,18865.25,22575.05,10385.29,10385.29,3271.97,3277.42
09-01-2026,17,18178.13,14006.25,8761.28,8761.28,4012.84,3982.07
09-01-2026,18,21417.73,8885.38,6867.60,6867.60,8774.78,8574.25
09-01-2026,19,28783.73,7407.90,5540.00,5540.00,10000.00,10000.00
09-01-2026,20,21683.58,7682.05,5814.15,5814.15,10000.00,10000.00
09-01-2026,21,14308.70,9097.58,5886.35,5886.35,5160.20,5152.25
09-01-2026,22,12164.38,12545.88,6412.53,6412.53,3993.25,3990.78
09-01-2026,23,12646.13,19056.68,5783.74,5783.74,3484.32,3483.72
09-01-2026,24,12581.03,25005.75,6007.59,6007.59,2941.46,2940.94
10-01-2026,1,12072.55,27827.93,6591.19,6591.19,2693.16,2692.31
10-01-2026,2,12251.38,29577.58,7171.65,7171.65,2526.69,2527.07
10-01-2026,3,13085.83,29859.03,7702.15,7702.15,2503.30,2503.47
10-01-2026,4,14291.18,30207.65,8089.50,8089.50,2655.23,2655.25
10-01-2026,5,14228.63,28895.63,7886.25,7886.25,2725.38,2726.33
10-01-2026,6,12999.60,21438.13,6435.99,6435.99,3120.55,3108.28
10-01-2026,7,16431.08,14771.60,7898.73,7898.73,4353.07,4379.58
10-01-2026,8,22479.25,10638.05,8585.35,8585.35,10000.00,10000.00
10-01-2026,9,23885.63,11974.65,9921.95,9921.95,10000.00,10000.00
10-01-2026,10,22446.08,14077.60,9987.10,9987.10,5120.67,5171.26
10-01-2026,11,18132.70,15445.38,9318.00,9318.00,4162.59,4171.84
10-01-2026,12,17922.18,21779.13,10346.38,10346.38,3429.25,3428.94
10-01-2026,13,15657.63,26758.05,8528.79,8528.79,3023.78,3024.17
10-01-2026,14,14369.70,30441.38,7419.97,7419.97,2665.69,2663.93
10-01-2026,15,15544.43,27400.18,7976.47,7976.47,3025.58,3026.98
10-01-2026,16,16259.53,22599.30,8911.98,8911.98,3136.20,3139.32
10-01-2026,17,15890.15,15873.38,7942.68,7942.68,3621.72,3636.01
10-01-2026,18,20236.00,9665.08,7325.20,7325.20,7992.54,7737.56
10-01-2026,19,25666.83,7909.58,5856.87,5856.87,10000.00,10000.00
10-01-2026,20,19309.48,8211.78,6159.07,6159.07,10000.00,10000.00
10-01-2026,21,14382.88,9417.58,6749.35,6749.35,5098.56,5095.58
10-01-2026,22,12118.90,12101.55,6597.64,6597.64,4062.43,4062.51
10-01-2026,23,11612.10,18776.35,5409.98,5409.98,3555.18,3556.24
10-01-2026,24,10635.35,24352.23,5233.60,5233.60,2872.37,2875.09
11-01-2026,1,11289.85,30632.15,7393.54,7393.54,2443.99,2444.50
11-01-2026,2,11836.53,31503.83,7852.86,7852.86,2416.59,2416.78
11-01-2026,3,12864.75,31690.50,8691.19,8691.19,2437.19,2437.83
11-01-2026,4,13621.73,31763.90,9407.43,9407.43,2480.40,2480.62
11-01-2026,5,14052.38,30792.60,9410.25,9410.25,2603.08,2602.92
11-01-2026,6,13009.93,26687.40,7359.91,7359.91,2860.58,2856.84
11-01-2026,7,15753.63,19957.78,7937.74,7937.74,3675.72,3674.23
11-01-2026,8,19679.25,16889.23,9656.24,9656.24,4563.03,4571.91
11-01-2026,9,20725.95,16007.43,9968.20,9968.20,4725.61,4727.22
11-01-2026,10,19865.65,16240.20,9255.28,9255.28,4026.78,4040.12
11-01-2026,11,19281.25,17060.35,9315.53,9315.53,3572.92,3576.19
11-01-2026,12,17205.20,23396.80,8579.24,8579.24,3025.25,3033.15
11-01-2026,13,13350.00,29825.48,8479.33,8479.33,2716.84,2720.57
11-01-2026,14,11326.93,33837.33,7898.18,7898.18,2334.77,2339.94
11-01-2026,15,13866.10,32781.88,9005.52,9005.52,2464.85,2463.68
11-01-2026,16,13397.95,28078.83,9136.58,9136.58,2493.10,2492.89
11-01-2026,17,13441.70,21964.98,8499.43,8499.43,2716.63,2712.89
11-01-2026,18,12627.58,15006.25,7201.63,7201.63,3662.89,3653.72
11-01-2026,19,11971.43,11723.93,6749.75,6749.75,4492.55,4504.95
11-01-2026,20,10368.65,12365.10,6076.65,6076.65,3842.63,3840.63
11-01-2026,21,10501.35,13919.98,6944.45,6944.45,3594.82,3597.67
11-01-2026,22,11147.98,17974.10,7136.28,7136.28,3320.26,3320.37
11-01-2026,23,11009.80,23918.93,6383.08,6383.08,3073.88,3074.08
11-01-2026,24,10321.08,28965.23,6144.98,6144.98,2412.50,2413.45
12-01-2026,1,9575.45,29252.55,6645.15,6645.15,2436.67,2437.33
12-01-2026,2,10255.65,30029.05,7367.14,7367.14,2398.28,2397.70
12-01-2026,3,11382.95,30007.53,8300.83,8300.83,2418.55,2418.60
12-01-2026,4,11982.13,29960.55,8804.28,8804.28,2444.82,2445.05
12-01-2026,5,12450.60,28459.38,8769.17,8769.17,2589.33,2586.96
12-01-2026,6,11454.55,22869.58,6578.78,6578.78,2955.38,2937.19
12-01-2026,7,16196.50,14655.05,7965.45,7965.45,4418.31,4448.99
12-01-2026,8,21763.38,11459.48,8941.38,8941.38,9125.17,9114.49
12-01-2026,9,23147.48,12078.15,9792.15,9792.15,10000.00,10000.00
12-01-2026,10,22857.23,13811.20,11321.50,11321.50,6764.12,6769.12
12-01-2026,11,20639.48,12963.65,8479.20,8479.20,4907.03,4955.52
12-01-2026,12,18138.93,19725.53,9175.83,9175.83,3657.77,3657.65
12-01-2026,13,15236.25,26135.15,8723.65,8723.65,3269.61,3278.53
12-01-2026,14,13374.75,30353.78,6748.41,6748.41,2976.98,2973.99
12-01-2026,15,14639.73,26729.90,7750.52,7750.52,3047.86,3048.47
12-01-2026,16,17040.23,22188.85,9377.78,9377.78,3226.16,3235.45
12-01-2026,17,19342.03,17044.43,10182.35,10182.35,3967.47,3972.66
12-01-2026,18,21288.00,9681.53,6935.88,6935.88,8122.80,7652.31
12-01-2026,19,27834.20,6836.63,4550.62,4550.62,10000.00,10000.00
12-01-2026,20,19129.20,7852.60,5529.77,5529.77,9987.34,9985.59
12-01-2026,21,14525.73,9490.20,6928.85,6928.85,5437.96,5437.53
12-01-2026,22,14062.60,12194.65,7164.73,7164.73,4633.47,4632.52
12-01-2026,23,12262.33,18225.73,6023.65,6023.65,3824.06,3823.49
12-01-2026,24,11029.30,23037.25,5889.88,5889.88,3119.77,3115.42
13-01-2026,1,11531.08,26142.93,6679.57,6679.57,2728.84,2729.77
13-01-2026,2,11839.35,27447.13,7136.30,7136.30,2477.30,2477.19
13-01-2026,3,12876.23,27975.58,8194.03,8194.03,2477.20,2477.47
13-01-2026,4,13165.78,28407.30,8484.80,8484.80,2470.06,2470.07
13-01-2026,5,13912.73,27343.33,8419.30,8419.30,2692.90,2690.67
13-01-2026,6,13456.88,20969.30,7354.50,7354.50,3166.64,3155.08
13-01-2026,7,16397.38,12987.70,7991.83,7991.83,4591.97,4595.86
13-01-2026,8,21097.45,9712.28,7971.30,7971.30,9625.09,9614.97
13-01-2026,9,23770.30,11456.13,9794.93,9794.93,10000.00,10000.00
13-01-2026,10,23079.58,14541.93,12037.72,12037.72,5621.60,5642.20
13-01-2026,11,19517.10,13161.55,9184.15,9184.15,4633.63,4640.06
13-01-2026,12,16732.60,18559.25,9012.62,9012.62,3486.05,3475.41
13-01-2026,13,14365.88,25387.28,8349.42,8349.42,3194.16,3198.37
13-01-2026,14,12622.28,30767.90,7427.60,7427.60,2942.09,2946.79
13-01-2026,15,15509.45,27663.15,9197.35,9197.35,2965.22,2965.38
13-01-2026,16,17061.23,23201.73,10506.23,10506.23,3102.38,3103.87
13-01-2026,17,16965.28,17230.53,8619.00,8619.00,3438.56,3440.45
13-01-2026,18,18432.28,8330.40,5751.87,5751.87,7195.10,6668.22
13-01-2026,19,29910.98,5708.53,4047.32,4047.32,10000.00,10000.00
13-01-2026,20,18647.50,6532.73,4871.53,4871.53,10000.00,10000.00
13-01-2026,21,13184.93,8618.13,5950.33,5950.33,5407.39,5402.77
13-01-2026,22,12887.38,11098.33,6806.38,6806.38,4642.38,4641.38
13-01-2026,23,11919.13,17366.53,6111.65,6111.65,3448.21,3447.24
13-01-2026,24,10869.18,23072.35,5871.05,5871.05,3039.32,3035.95
14-01-2026,1,11480.00,29825.58,7342.75,7342.75,2714.01,2716.74
14-01-2026,2,11916.45,30917.40,7740.60,7740.60,2492.75,2492.68
14-01-2026,3,12881.65,30920.43,8104.93,8104.93,2479.57,2479.57
14-01-2026,4,13205.03,31216.13,8606.76,8606.76,2544.24,2544.20
14-01-2026,5,13491.95,29917.35,8384.56,8384.56,2644.28,2643.50
14-01-2026,6,12963.90,23280.43,7578.68,7578.68,3040.77,3038.41
14-01-2026,7,16588.20,14859.88,8749.34,8749.34,4690.54,4747.08
14-01-2026,8,22033.65,11085.45,8984.25,8984.25,10000.00,10000.00
14-01-2026,9,23122.80,13035.98,10553.82,10553.82,8362.13,8308.72
14-01-2026,10,18886.13,15032.68,9281.76,9281.76,4680.59,4680.59
14-01-2026,11,15985.63,17339.23,9224.25,9224.25,3496.72,3495.73
14-01-2026,12,14775.03,24801.20,9313.91,9313.91,2938.60,2937.07
14-01-2026,13,13466.45,31604.90,9411.80,9411.80,2781.47,2782.84
14-01-2026,14,12307.60,36562.33,9047.25,9047.25,2798.24,2799.61
14-01-2026,15,13291.83,35630.55,8804.75,8804.75,2729.27,2729.84
14-01-2026,16,13818.90,30678.83,8992.32,8992.32,2927.27,2927.12
14-01-2026,17,15405.95,22919.50,9780.20,9780.20,3323.76,3326.30
14-01-2026,18,15001.33,12804.83,8008.62,8008.62,6059.27,6029.38
14-01-2026,19,18014.88,9677.08,7575.87,7575.87,10000.00,10000.00
14-01-2026,20,15881.48,10843.85,7941.84,7941.84,6762.28,6788.25
14-01-2026,21,13710.95,12399.95,7345.90,7345.90,4817.29,4816.34
14-01-2026,22,12364.88,15270.93,7326.38,7326.38,4173.95,4183.81
14-01-2026,23,11219.23,21074.25,6606.05,6606.05,3276.21,3277.32
14-01-2026,24,9733.15,26333.70,5915.32,5915.32,2794.34,2797.55
15-01-2026,1,10745.05,29372.23,7449.05,7449.05,2472.07,2472.31
15-01-2026,2,11483.48,30359.28,7813.17,7813.17,2464.92,2464.99
15-01-2026,3,12560.08,30925.83,8825.28,8825.28,2469.26,2469.26
15-01-2026,4,12667.88,31402.70,8983.15,8983.15,2465.09,2465.11
15-01-2026,5,13007.20,30792.13,9152.90,9152.90,2539.95,2539.77
15-01-2026,6,12034.33,25510.03,7213.09,7213.09,2900.09,2888.20
15-01-2026,7,16142.58,18254.13,8848.45,8848.45,4251.08,4261.57
15-01-2026,8,21451.98,14740.13,10778.35,10778.35,8492.34,8516.59
15-01-2026,9,23226.38,16433.43,12272.85,12272.85,7623.94,7587.34
15-01-2026,10,21552.45,19843.05,13158.55,13158.55,4450.46,4462.85
15-01-2026,11,16806.55,22574.48,11337.08,11337.08,2990.46,2995.54
15-01-2026,12,14560.15,28407.05,10955.07,10955.07,2547.83,2548.24
15-01-2026,13,13118.28,34962.33,10533.48,10533.48,2453.89,2451.02
15-01-2026,14,10669.18,38108.30,8609.35,8609.35,2323.43,2324.28
15-01-2026,15,12897.15,37175.50,9486.10,9486.10,2546.43,2549.62
15-01-2026,16,14623.93,33147.90,10594.35,10594.35,2583.28,2583.23
15-01-2026,17,16321.58,27121.93,11193.13,11193.13,3141.98,3164.56
15-01-2026,18,16717.80,17076.98,10882.00,10882.00,5767.58,5757.16
