Date,Hour,Purchase Bid (MWh),Sell Bid (MWh),MCV (MWh),Final Scheduled Volume (MWh),MCP (Rs/MWh) *,Weighted MCP (Rs/MWh)
04-04-2026,4,16682.65,15493.48,9582.42,9582.42,4494.00,4493.92
04-04-2026,5,16179.03,15232.25,9178.25,9178.25,4391.36,4391.74
04-04-2026,6,17753.38,14301.80,10611.76,10611.76,5831.60,5844.90
04-04-2026,7,19658.53,15311.78,11775.01,11775.01,5806.72,5814.83
04-04-2026,8,18774.28,18798.35,11729.60,11729.60,4440.24,4485.62
04-04-2026,9,14606.10,29996.08,9888.95,9888.95,2727.07,2723.91
04-04-2026,10,14788.98,40859.65,11428.29,11428.29,2197.78,2195.55
04-04-2026,11,12591.45,45811.85,11540.57,11540.57,1939.92,1939.93
04-04-2026,12,12463.75,48133.13,11987.25,11987.25,1650.26,1650.31
04-04-2026,13,12614.23,49239.93,12052.98,12052.98,1545.66,1545.66
04-04-2026,14,12609.80,49738.18,12048.43,12048.43,1545.35,1545.35
04-04-2026,15,13069.20,45112.73,12393.85,12393.85,1677.83,1677.23
04-04-2026,16,14118.78,39812.70,12202.63,12202.63,2134.44,2132.26
04-04-2026,17,15384.80,29518.53,10161.50,10161.50,2860.77,2850.16
04-04-2026,18,15260.83,18605.28,8284.43,8284.43,3593.89,3588.97
04-04-2026,19,17060.05,12650.98,8977.45,8977.45,7333.07,7106.90
04-04-2026,20,16512.08,9485.93,6976.42,6976.42,10000.00,10000.00
04-04-2026,21,15640.48,11864.28,8074.42,8074.42,5721.32,5719.18
04-04-2026,22,14596.03,12051.33,7709.68,7709.68,5014.60,5012.36
04-04-2026,23,15193.00,10994.18,7235.31,7235.31,5436.84,5439.79
04-04-2026,24,15746.95,9712.95,7502.60,7502.60,6815.04,6798.24
05-04-2026,1,13919.30,11166.48,7632.32,7632.32,4894.77,4895.45
05-04-2026,2,14135.15,12426.30,8010.45,8010.45,4626.47,4626.62
05-04-2026,3,14253.55,14186.83,8469.18,8469.18,4500.40,4500.40
05-04-2026,4,14453.80,15730.58,8646.93,8646.93,4314.72,4314.34
05-04-2026,5,14100.65,15262.70,8303.55,8303.55,4248.69,4248.96
05-04-2026,6,15146.15,13877.90,9079.30,9079.30,4775.58,4778.10
05-04-2026,7,16088.88,14695.20,10274.27,10274.27,4894.84,4892.64
05-04-2026,8,14003.20,18779.15,9049.83,9049.83,3673.52,3711.30
05-04-2026,9,9460.83,29812.03,7280.73,7280.73,1952.79,1957.00
05-04-2026,10,9633.98,42680.65,8163.58,8163.58,1259.37,1255.29
05-04-2026,11,8275.93,50465.78,8213.85,8213.85,527.70,527.45
05-04-2026,12,9104.40,53707.93,8864.40,8864.40,754.27,761.09
05-04-2026,13,9741.63,54775.65,9387.73,9387.72,983.38,983.38
05-04-2026,14,9796.10,56001.20,9567.70,9567.70,983.35,983.35
05-04-2026,15,10792.68,50806.45,10360.48,10360.48,1243.11,1245.58
05-04-2026,16,11103.33,42849.53,10378.78,10378.78,1643.83,1641.42
05-04-2026,17,11139.80,31307.28,8297.87,8297.87,2249.60,2233.17
05-04-2026,18,11235.40,20283.23,6655.45,6655.45,3062.61,3062.98
05-04-2026,19,13343.13,15088.15,7900.57,7900.57,4570.94,4575.97
05-04-2026,20,13409.10,13033.85,7794.63,7794.63,5038.69,5038.15
05-04-2026,21,13037.63,13898.53,7436.77,7436.77,4485.56,4486.78
05-04-2026,22,12545.30,13389.43,7090.94,7090.94,4392.31,4391.12
05-04-2026,23,12490.23,12805.90,6264.61,6264.61,4161.23,4153.28
05-04-2026,24,11892.70,10884.30,5364.03,5364.03,4475.82,4476.10
06-04-2026,1,13659.48,10110.10,5892.30,5892.30,4387.99,4394.28
06-04-2026,2,14259.03,12422.85,6498.13,6498.13,4170.12,4169.59
06-04-2026,3,14682.35,14683.73,7080.98,7080.98,3922.36,3920.17
06-04-2026,4,15001.00,15946.70,7422.88,7422.88,3849.32,3849.32
06-04-2026,5,15453.43,16097.55,7886.55,7886.55,3901.16,3901.17
06-04-2026,6,16012.08,14910.48,8020.07,8020.07,4158.80,4160.78
06-04-2026,7,19376.03,14849.98,10194.50,10194.50,5128.63,5135.19
06-04-2026,8,17201.15,18320.85,9154.27,9154.27,3811.09,3845.38
06-04-2026,9,11473.00,30128.35,7745.08,7745.08,2165.45,2153.47
06-04-2026,10,10841.65,42603.40,9060.59,9060.59,1313.54,1308.69
06-04-2026,11,8863.38,47639.05,8127.48,8127.48,983.42,983.42
06-04-2026,12,9380.53,49402.33,8757.13,8757.13,983.50,983.50
06-04-2026,13,10375.95,50691.85,9865.30,9865.30,983.77,983.77
06-04-2026,14,10083.13,51490.68,9672.23,9672.23,983.57,983.56
06-04-2026,15,10273.55,46352.90,9652.33,9652.33,1264.47,1264.14
06-04-2026,16,11499.70,41368.50,10654.45,10654.45,1633.23,1635.84
06-04-2026,17,13065.38,31614.95,9188.65,9188.65,2299.66,2270.61
06-04-2026,18,13794.65,20785.83,6828.24,6828.24,2924.82,2922.06
06-04-2026,19,14937.70,13540.63,6998.15,6998.15,4319.90,4335.12
06-04-2026,20,14771.60,10291.45,6182.93,6182.93,5249.30,5237.18
06-04-2026,21,13713.78,11669.75,6249.69,6249.69,4225.82,4230.56
06-04-2026,22,12866.65,11584.35,5806.73,5806.73,3901.89,3903.07
06-04-2026,23,12982.60,10758.35,4867.50,4867.50,3858.94,3859.16
06-04-2026,24,12854.23,9462.78,4547.95,4547.95,4183.20,4185.79
07-04-2026,1,12121.98,12127.58,5397.18,5397.18,3518.56,3525.50
07-04-2026,2,12909.65,14407.10,6311.58,6311.58,3486.34,3486.26
07-04-2026,3,13613.68,16467.25,6992.05,6992.05,3496.47,3499.50
07-04-2026,4,14282.20,18135.00,7599.47,7599.47,3493.77,3493.77
07-04-2026,5,14372.95,18053.70,7643.75,7643.75,3611.12,3610.38
07-04-2026,6,13957.98,15875.60,7204.48,7204.48,3703.19,3703.13
07-04-2026,7,16629.25,15442.00,9259.08,9259.08,4234.75,4238.96
07-04-2026,8,15714.73,20503.90,9046.58,9046.58,3382.96,3396.01
07-04-2026,9,11781.65,33679.68,8561.08,8561.08,2157.76,2148.38
07-04-2026,10,11283.58,45357.58,9563.93,9563.93,1453.09,1454.49
07-04-2026,11,9540.35,52566.30,9028.78,9028.78,742.04,748.99
07-04-2026,12,9406.90,54002.88,8727.50,8727.50,862.44,861.79
07-04-2026,13,9320.90,54348.80,8711.60,8711.60,983.06,983.06
07-04-2026,14,9233.38,55339.53,8705.58,8705.58,891.16,892.50
07-04-2026,15,10339.18,51543.13,9913.47,9913.47,987.80,988.05
07-04-2026,16,12371.95,45443.65,11636.28,11636.28,1698.60,1701.60
07-04-2026,17,12384.50,36173.60,9419.34,9419.34,2084.79,2077.05
07-04-2026,18,10891.58,25032.05,6290.45,6290.45,2326.60,2316.93
07-04-2026,19,12364.83,16443.33,6208.83,6208.83,3633.05,3649.64
07-04-2026,20,12984.13,12646.83,6023.85,6023.85,4386.36,4396.95
07-04-2026,21,11386.83,13468.43,5444.70,5444.70,3699.67,3699.67
07-04-2026,22,11068.68,14361.75,5385.10,5385.10,3551.27,3550.25
07-04-2026,23,11010.45,13304.80,4727.55,4727.55,3319.74,3321.38
07-04-2026,24,11009.20,11926.38,4646.92,4646.92,3388.57,3388.70
08-04-2026,1,12392.65,14329.10,6289.02,6289.02,3198.24,3200.29
08-04-2026,2,12928.23,16678.70,6913.69,6913.69,3140.76,3140.53
08-04-2026,3,13877.78,18447.15,7688.18,7688.18,3352.55,3354.44
08-04-2026,4,14364.18,19894.00,8097.85,8097.85,3397.56,3397.75
08-04-2026,5,14710.95,19101.63,8124.73,8124.73,3486.81,3486.41
08-04-2026,6,12802.35,16022.75,6359.88,6359.88,3451.36,3470.41
08-04-2026,7,13469.43,13414.65,6636.78,6636.78,4022.30,4027.55
08-04-2026,8,13305.35,18016.33,7358.10,7358.10,2943.78,2932.24
08-04-2026,9,11716.25,35254.65,9846.43,9846.43,1492.96,1502.88
08-04-2026,10,11269.70,46993.75,9902.19,9902.19,1408.25,1414.99
08-04-2026,11,9790.25,53325.88,9377.55,9377.55,955.05,955.86
08-04-2026,12,10567.00,56617.50,10112.80,10112.80,983.11,983.11
08-04-2026,13,10953.35,57807.55,10461.65,10461.65,983.04,983.04
08-04-2026,14,10958.40,59255.10,10556.35,10556.35,729.74,730.95
08-04-2026,15,11778.13,54760.40,11350.68,11350.68,985.00,985.05
08-04-2026,16,12606.63,47189.45,12020.20,12020.20,1574.84,1575.21
08-04-2026,17,12639.93,36330.18,9939.04,9939.04,1994.90,1978.26
08-04-2026,18,11239.65,23270.35,6879.25,6879.25,2280.11,2274.40
08-04-2026,19,13572.00,14452.88,7069.23,7069.23,3834.84,3840.25
08-04-2026,20,14012.83,12481.08,7111.88,7111.88,4397.43,4399.52
08-04-2026,21,13166.35,13289.35,6710.38,6710.38,3849.63,3849.63
08-04-2026,22,12014.93,13771.60,5986.54,5986.54,3594.94,3593.43
08-04-2026,23,12615.48,12744.48,5623.93,5623.93,3590.25,3591.83
08-04-2026,24,12704.00,10896.33,5384.38,5384.38,3849.33,3849.32
09-04-2026,1,14366.68,16221.35,7594.95,7594.95,3532.32,3532.32
09-04-2026,2,14596.93,19073.15,8227.58,8227.58,3397.00,3396.75
09-04-2026,3,15179.45,20852.10,8788.21,8788.21,3448.22,3448.76
09-04-2026,4,15519.95,22344.53,9149.94,9149.94,3406.27,3406.34
09-04-2026,5,15603.53,21321.93,9067.22,9067.22,3539.36,3538.69
09-04-2026,6,14368.98,17656.35,7849.82,7849.82,3770.38,3766.22
09-04-2026,7,16835.10,15059.75,8594.26,8594.26,5079.66,5091.31
09-04-2026,8,15883.45,19676.18,8652.80,8652.80,3517.03,3521.65
09-04-2026,9,11784.75,36599.73,9057.98,9057.98,1871.53,1871.03
09-04-2026,10,11278.93,49517.05,9829.42,9829.42,1250.32,1251.57
09-04-2026,11,10647.43,55916.25,10106.28,10106.28,967.55,969.30
09-04-2026,12,10948.53,58527.93,10576.13,10576.13,983.36,983.36
09-04-2026,13,10647.53,59308.75,10275.13,10275.13,983.10,983.10
09-04-2026,14,10447.10,60235.60,9799.38,9799.38,643.66,647.71
09-04-2026,15,11545.40,55750.38,11113.56,11113.56,1025.42,1026.08
09-04-2026,16,12351.33,48047.03,11557.65,11557.65,1621.35,1620.87
09-04-2026,17,13085.83,37381.75,10205.28,10205.28,2030.57,2016.61
09-04-2026,18,13528.73,23705.70,7775.65,7775.65,2724.74,2721.69
09-04-2026,19,17680.70,15204.60,9366.33,9366.33,5363.32,5362.03
09-04-2026,20,17145.08,13831.93,8660.51,8660.51,5882.72,5873.82
09-04-2026,21,15567.28,15030.68,8476.15,8476.15,4841.11,4841.38
09-04-2026,22,14559.05,15331.68,7950.24,7950.24,4332.42,4334.61
09-04-2026,23,15013.38,14056.33,7309.99,7309.99,4402.27,4407.25
09-04-2026,24,15017.95,12245.20,7164.87,7164.87,4674.78,4675.12
10-04-2026,1,15234.73,12487.53,7915.50,7915.50,4156.30,4155.60
10-04-2026,2,15201.98,14327.20,8600.42,8600.42,3919.36,3919.10
10-04-2026,3,15770.35,16143.38,9057.96,9057.96,3876.36,3876.94
10-04-2026,4,16205.38,17464.83,9438.80,9438.80,3900.53,3900.55
10-04-2026,5,15723.15,17350.80,9041.87,9041.87,3898.29,3898.27
10-04-2026,6,14832.75,14991.53,7971.27,7971.27,4335.21,4336.51
10-04-2026,7,16582.75,14338.95,8767.79,8767.79,5319.93,5341.01
10-04-2026,8,14696.65,19965.95,8507.65,8507.65,3461.82,3498.10
10-04-2026,9,10861.23,35320.33,8755.50,8755.50,1890.35,1898.70
10-04-2026,10,10024.13,47789.83,8904.53,8904.53,1096.53,1097.30
10-04-2026,11,8865.40,55010.28,8666.18,8666.18,621.99,622.97
10-04-2026,12,9449.40,58206.20,9210.38,9210.38,581.05,581.49
10-04-2026,13,9337.70,58396.53,9120.00,9120.00,489.68,489.68
10-04-2026,14,9073.88,59105.60,8893.68,8893.68,348.09,349.24
10-04-2026,15,9907.95,54839.53,9580.10,9580.10,983.48,983.49
10-04-2026,16,11491.75,47577.13,10643.56,10643.56,1669.44,1680.17
10-04-2026,17,12837.58,36070.65,10059.24,10059.24,2073.91,2067.39
10-04-2026,18,13155.18,21858.45,7337.98,7337.98,2886.48,2864.40
10-04-2026,19,16631.18,13857.60,8516.97,8516.97,6574.68,6632.54
10-04-2026,20,18287.98,12306.78,8376.97,8376.97,9150.12,9119.30
10-04-2026,21,17832.53,13449.05,9055.15,9055.15,6000.48,6000.48
10-04-2026,22,15938.88,13625.95,8507.60,8507.60,5382.74,5377.28
10-04-2026,23,15332.63,12751.78,7716.48,7716.48,4894.90,4898.88
10-04-2026,24,15426.70,11077.35,7701.63,7701.63,5014.63,5014.14
11-04-2026,1,15469.45,12185.03,8174.73,8174.73,4541.31,4540.28
11-04-2026,2,15334.25,13946.05,8369.65,8369.65,4164.74,4163.11
11-04-2026,3,15876.48,15330.00,8854.25,8854.25,4080.44,4080.23
11-04-2026,4,15892.55,16028.20,8828.28,8828.28,4172.16,4172.39
11-04-2026,5,15183.58,15681.68,8245.05,8245.05,4217.27,4220.62
11-04-2026,6,14236.70,14845.48,7623.90,7623.90,3940.13,3957.10
11-04-2026,7,16123.88,13791.30,8205.25,8205.25,5404.16,5419.41
11-04-2026,8,13891.55,20168.43,8144.31,8144.31,3112.91,3131.71
11-04-2026,9,10034.60,34660.98,8434.85,8434.85,1439.04,1444.79
11-04-2026,10,9929.05,46849.40,8719.04,8719.04,1016.47,1016.81
11-04-2026,11,9163.00,57283.98,8931.25,8931.25,461.97,462.03
11-04-2026,12,10097.98,62570.20,9783.80,9783.80,481.03,481.77
11-04-2026,13,11038.95,62681.03,10161.09,10161.09,872.48,871.83
11-04-2026,14,11300.05,62650.80,10508.58,10508.58,691.85,694.25
11-04-2026,15,12391.20,57806.63,11521.90,11521.90,983.64,983.64
11-04-2026,16,12493.90,48526.40,11830.06,11830.06,1522.70,1522.71
11-04-2026,17,12115.80,35434.60,10005.73,10005.73,1840.88,1829.13
11-04-2026,18,13155.13,22033.65,7704.08,7704.08,2864.13,2874.70
11-04-2026,19,17041.18,13620.28,8901.68,8901.68,7638.60,7696.61
11-04-2026,20,18071.25,11745.50,7918.70,7918.70,10000.00,10000.00
11-04-2026,21,17461.25,13166.58,8980.08,8980.08,8031.47,8030.36
11-04-2026,22,15841.48,13268.55,8561.47,8561.47,5732.27,5730.46
11-04-2026,23,15981.80,12070.88,7794.08,7794.08,6532.06,6510.02
11-04-2026,24,15862.68,10250.68,7352.03,7352.03,6175.29,6173.60
12-04-2026,1,17813.68,10210.48,8799.13,8799.13,6390.13,6344.37
12-04-2026,2,17986.80,12083.83,9597.18,9597.18,5051.59,5050.26
12-04-2026,3,17799.65,13353.18,9840.20,9840.20,5000.35,5000.35
12-04-2026,4,17672.13,14284.15,9832.79,9832.79,4999.25,4999.25
12-04-2026,5,17372.45,14290.80,9576.20,9576.20,4949.59,4951.92
12-04-2026,6,15324.55,13620.98,8307.73,8307.73,4587.16,4595.90
12-04-2026,7,15527.03,12652.48,7743.02,7743.02,4974.60,4975.17
12-04-2026,8,13310.78,19118.95,7572.18,7572.18,3145.10,3126.77
12-04-2026,9,10243.93,35053.93,8877.85,8877.85,658.12,686.41
12-04-2026,10,9913.03,48912.33,8844.71,8844.71,200.56,200.56
12-04-2026,11,9796.55,60315.28,9734.45,9734.45,212.61,213.29
12-04-2026,12,10163.85,64087.85,10101.80,10101.80,200.54,200.54
12-04-2026,13,10262.20,65057.40,10200.44,10200.44,200.22,200.22
12-04-2026,14,10172.23,64148.40,10110.73,10110.73,199.90,199.91
12-04-2026,15,10814.18,59319.18,10676.78,10676.78,420.08,420.69
12-04-2026,16,10440.00,50113.70,9960.35,9960.35,940.78,940.04
12-04-2026,17,10716.18,37548.45,9194.13,9194.13,1277.99,1263.21
12-04-2026,18,11253.90,23538.30,7143.03,7143.03,2345.03,2345.60
12-04-2026,19,15666.85,16107.83,8572.97,8572.97,4484.02,4550.17
12-04-2026,20,17874.38,13092.50,9037.97,9037.97,7399.84,7408.38
12-04-2026,21,18134.95,14355.05,9758.66,9758.66,5935.55,5935.65
12-04-2026,22,17157.18,14624.63,9848.33,9848.33,5133.03,5128.01
12-04-2026,23,15973.90,13289.18,8087.63,8087.63,4799.87,4799.71
12-04-2026,24,15232.53,11596.95,7424.82,7424.82,4789.63,4789.63
13-04-2026,1,18271.63,7641.63,7176.82,7176.82,10000.00,10000.00
13-04-2026,2,17462.08,9081.55,8002.01,8002.01,9125.48,9122.06
13-04-2026,3,17375.95,10569.28,8733.59,8733.59,8449.49,8462.62
13-04-2026,4,17183.50,11661.95,8970.34,8970.34,6440.21,6442.24
13-04-2026,5,16510.53,12011.43,8536.55,8536.55,5299.30,5299.30
13-04-2026,6,16344.98,10847.25,7453.64,7453.64,6749.56,6786.43
13-04-2026,7,18149.30,9745.35,6467.41,6467.41,8700.09,8675.06
13-04-2026,8,14723.75,16389.00,7545.35,7545.35,3463.81,3446.89
13-04-2026,9,11453.63,31242.43,8954.53,8954.53,1897.53,1896.54
13-04-2026,10,11584.85,42618.18,9076.35,9076.35,1567.37,1567.52
13-04-2026,11,10405.48,51827.23,9505.60,9505.60,1049.62,1047.48
13-04-2026,12,11076.83,55859.88,10250.43,10250.43,983.46,983.46
13-04-2026,13,10642.23,56332.23,9815.83,9815.83,983.15,983.15
13-04-2026,14,10147.88,56779.63,9377.95,9377.95,620.43,624.32
13-04-2026,15,11634.48,53416.48,10807.85,10807.85,983.57,983.58
13-04-2026,16,12851.18,43711.18,11703.52,11703.52,1667.00,1671.07
13-04-2026,17,14192.23,30938.93,9695.46,9695.46,2362.68,2334.72
13-04-2026,18,14382.98,17404.88,7224.11,7224.11,3546.04,3536.46
13-04-2026,19,17794.38,9856.85,6205.44,6205.44,8296.20,7960.87
13-04-2026,20,20645.13,8160.58,4939.78,4939.78,10000.00,10000.00
13-04-2026,21,19717.68,9521.65,6300.85,6300.85,10000.00,10000.00
13-04-2026,22,18086.83,9062.55,5871.75,5871.75,10000.00,10000.00
13-04-2026,23,18941.78,7274.68,4476.57,4476.57,10000.00,10000.00
13-04-2026,24,19292.38,5406.83,3829.67,3829.67,10000.00,10000.00
14-04-2026,1,14453.25,5343.05,5083.75,5083.75,10000.00,10000.00
14-04-2026,2,15160.88,7107.80,6620.60,6620.60,10000.00,10000.00
14-04-2026,3,14963.55,9196.63,7499.75,7499.75,8937.04,8936.00
14-04-2026,4,14818.63,10947.63,7560.12,7560.12,5014.39,5015.77
14-04-2026,5,14691.15,11151.95,7351.48,7351.48,4823.05,4832.04
14-04-2026,6,15591.83,8908.98,7331.99,7331.99,9954.61,9958.29
14-04-2026,7,16287.65,8755.88,6868.10,6868.10,9687.35,9677.95
14-04-2026,8,12864.33,15805.30,7210.45,7210.45,3300.36,3347.73
14-04-2026,9,11494.15,32492.70,9679.03,9679.03,1754.72,1752.69
14-04-2026,10,11178.83,44148.85,10077.03,10077.03,939.32,939.73
14-04-2026,11,10384.20,52410.78,10025.35,10025.35,983.39,983.38
14-04-2026,12,10904.08,54080.30,10336.48,10336.48,983.41,983.41
14-04-2026,13,11087.83,55196.60,10509.70,10509.70,962.48,962.89
14-04-2026,14,10654.13,55699.50,10072.08,10072.08,595.48,601.85
14-04-2026,15,11420.98,51123.88,11055.88,11055.88,987.63,987.74
14-04-2026,16,11811.25,41913.73,11211.73,11211.73,1536.51,1536.96
14-04-2026,17,13303.93,31134.98,10321.50,10321.50,2120.24,2091.06
14-04-2026,18,12898.35,17560.58,7042.93,7042.93,3338.86,3329.91
14-04-2026,19,15221.08,9067.95,6724.43,6724.43,7533.21,7195.61
14-04-2026,20,16390.35,6622.28,4845.98,4845.98,10000.00,10000.00
14-04-2026,21,16548.85,7859.63,6076.43,6076.43,10000.00,10000.00
14-04-2026,22,15761.23,7303.50,5520.30,5520.30,10000.00,10000.00
14-04-2026,23,14825.58,5903.20,4183.04,4183.04,10000.00,10000.00
14-04-2026,24,14796.88,4579.60,3580.70,3580.70,10000.00,10000.00
15-04-2026,1,14747.80,3796.18,3501.37,3525.86,10000.00,10000.00
15-04-2026,2,14845.48,4998.70,4449.22,4473.72,10000.00,10000.00
15-04-2026,3,14569.33,6967.03,5965.90,5987.33,9882.14,9870.31
15-04-2026,4,15107.15,8793.30,6741.91,6725.28,6855.09,6841.41
15-04-2026,5,15111.05,9069.45,6540.08,6515.08,6873.63,6894.80
15-04-2026,6,14985.25,8224.68,6536.70,6641.03,9749.66,9774.14
15-04-2026,7,15735.08,7348.13,5638.92,5638.92,9967.19,9968.48
15-04-2026,8,13173.78,14577.35,6993.02,7022.33,3857.12,3879.53
15-04-2026,9,11576.58,31326.00,8625.13,8690.45,1947.03,1945.71
15-04-2026,10,11686.13,41610.35,9259.65,8904.81,1765.03,1764.78
15-04-2026,11,10826.38,50412.10,9400.80,9152.08,1494.79,1494.73
15-04-2026,12,11665.43,54281.88,9835.93,9415.30,1001.87,1001.86
15-04-2026,13,11798.63,56190.45,9817.88,9578.28,1001.21,1001.21
15-04-2026,14,11409.88,56811.88,9540.74,9320.75,834.83,839.72
15-04-2026,15,13022.10,50360.35,11302.10,10051.76,1386.90,1395.71
15-04-2026,16,14271.90,41096.03,11868.22,9822.28,1825.64,1817.74
15-04-2026,17,14210.23,31616.60,9235.78,8943.25,2473.08,2455.07
15-04-2026,18,12847.25,17555.30,6907.70,6870.19,3464.17,3447.19
15-04-2026,19,14568.58,8166.95,5649.17,5667.67,7584.99,7284.52
15-04-2026,20,17784.93,5420.13,3621.12,3645.62,10000.00,10000.00
15-04-2026,21,17191.53,5828.18,4045.78,4070.27,10000.00,10000.00
