Date,Hour,Purchase Bid (MWh),Sell Bid (MWh),MCV (MWh),Final Scheduled Volume (MWh),MCP (Rs/MWh) *,Weighted MCP (Rs/MWh)
05-02-2026,2,14830.95,36231.48,8707.01,8707.01,2568.08,2566.49
05-02-2026,3,15155.13,36523.15,9725.72,9725.72,2478.26,2478.52
05-02-2026,4,15608.98,37146.13,10155.03,10155.03,2483.24,2483.18
05-02-2026,5,14737.65,35804.90,9245.93,9245.93,2485.65,2484.97
05-02-2026,6,14458.20,26211.43,7666.53,7666.53,3010.93,3010.70
05-02-2026,7,17497.45,16893.43,8653.48,8653.48,3831.53,3858.67
05-02-2026,8,25164.03,15764.48,12344.28,12344.28,7300.08,7349.17
05-02-2026,9,24773.80,18238.15,13167.23,13167.23,4869.72,4863.39
05-02-2026,10,23179.93,23393.10,12533.76,12533.76,3329.23,3348.15
05-02-2026,11,17790.08,26247.03,11207.78,11207.78,2913.99,2909.03
05-02-2026,12,16910.10,33607.00,11264.27,11264.27,2551.12,2551.48
05-02-2026,13,15848.15,41124.75,11066.53,11066.53,2416.96,2418.18
05-02-2026,14,13382.58,46488.28,10379.18,10379.18,1976.93,1977.21
05-02-2026,15,16051.75,41391.05,11232.76,11232.76,2334.56,2334.99
05-02-2026,16,17575.28,32522.85,10912.30,10912.30,2664.84,2667.65
05-02-2026,17,17012.88,25730.78,10338.30,10338.30,2954.76,2952.93
05-02-2026,18,17516.33,18155.25,10163.81,10163.81,3737.26,3743.38
05-02-2026,19,21587.33,14032.30,10650.87,10650.87,6800.30,6796.03
05-02-2026,20,18985.70,12729.55,8971.45,8971.45,5361.60,5391.00
05-02-2026,21,16895.73,14586.00,8950.35,8950.35,3931.88,3931.57
05-02-2026,22,15074.45,19081.10,9071.43,9071.43,3594.72,3594.31
05-02-2026,23,14782.28,24274.83,8692.53,8692.53,3327.13,3327.21
05-02-2026,24,13761.35,28160.05,7467.38,7467.38,2930.27,2932.74
06-02-2026,1,14397.20,32513.70,8231.67,8231.67,2679.36,2680.12
06-02-2026,2,15228.08,34054.55,8862.30,8862.30,2653.56,2653.70
06-02-2026,3,15412.20,35320.45,9508.78,9508.78,2552.77,2551.64
06-02-2026,4,15725.85,35615.90,9888.20,9888.20,2532.47,2532.46
06-02-2026,5,15078.53,34116.50,9038.60,9038.60,2566.76,2565.20
06-02-2026,6,14811.03,25313.50,7886.40,7886.40,3039.54,3036.31
06-02-2026,7,17644.85,16074.10,8569.12,8569.12,3887.56,3910.78
06-02-2026,8,24401.28,15617.83,12323.43,12323.43,7515.13,7577.03
06-02-2026,9,23576.68,18985.78,12843.56,12843.56,4371.88,4380.99
06-02-2026,10,20532.93,23757.88,12672.62,12672.62,3066.99,3086.05
06-02-2026,11,16956.80,28071.58,11940.55,11940.55,2477.80,2478.57
06-02-2026,12,15783.18,35715.45,11603.92,11603.92,2091.25,2093.92
06-02-2026,13,14791.25,43503.28,11446.06,11446.06,2045.21,2044.67
06-02-2026,14,13620.98,48966.40,11041.95,11041.95,1738.64,1738.89
06-02-2026,15,15251.20,45222.50,12458.32,12458.32,1900.27,1900.87
06-02-2026,16,17208.10,36568.23,12480.25,12480.25,2403.35,2405.76
06-02-2026,17,16529.15,29006.95,11027.79,11027.79,2640.94,2633.72
06-02-2026,18,16285.08,17770.70,8696.85,8696.85,3548.79,3569.06
06-02-2026,19,19406.08,13552.50,9649.27,9649.27,5715.01,5715.10
06-02-2026,20,18263.93,13023.18,9040.08,9040.08,4907.86,4914.08
06-02-2026,21,16906.05,15527.75,9068.32,9068.32,3834.51,3836.28
06-02-2026,22,14921.43,18891.93,8504.57,8504.57,3484.76,3484.62
06-02-2026,23,14350.45,24474.03,8612.42,8612.42,3231.76,3232.38
06-02-2026,24,13783.63,28297.78,7877.36,7877.36,2869.77,2870.90
07-02-2026,1,14312.53,32175.73,7958.56,7958.56,2700.90,2700.46
07-02-2026,2,15792.13,34150.65,8840.41,8840.41,2782.87,2783.19
07-02-2026,3,16395.75,35346.73,9669.83,9669.83,2773.05,2772.97
07-02-2026,4,16595.38,35819.65,10081.68,10081.68,2767.97,2768.00
07-02-2026,5,15623.75,33871.80,9241.70,9241.70,2715.21,2719.27
07-02-2026,6,14913.30,25300.55,7939.19,7939.19,3038.61,3035.34
07-02-2026,7,18328.65,16282.98,9439.70,9439.70,3985.19,4038.82
07-02-2026,8,24721.05,15092.28,12026.05,12026.05,7681.07,7699.47
07-02-2026,9,22516.40,18174.68,11960.76,11960.76,4357.90,4373.31
07-02-2026,10,19724.38,22061.08,11904.28,11904.28,3265.07,3265.93
07-02-2026,11,16320.95,29413.38,11846.91,11846.91,2330.41,2331.48
07-02-2026,12,14196.00,37326.08,10906.39,10906.39,2201.65,2202.47
07-02-2026,13,13395.35,46748.50,11525.79,11525.79,2034.86,2030.19
07-02-2026,14,12932.68,51714.63,11328.90,11328.90,1724.71,1724.71
07-02-2026,15,13365.90,45026.93,10899.74,10899.74,1746.19,1746.42
07-02-2026,16,14993.70,38023.70,11472.29,11472.29,2184.75,2180.93
07-02-2026,17,14194.03,29915.88,9555.90,9555.90,2524.46,2506.47
07-02-2026,18,14878.73,20162.95,8943.78,8943.78,3504.62,3526.50
07-02-2026,19,19060.15,14729.95,10428.46,10428.46,4886.64,4887.78
07-02-2026,20,17841.35,14376.13,9506.07,9506.07,4623.42,4624.79
07-02-2026,21,15738.40,16997.00,9807.48,9807.48,3835.64,3836.36
07-02-2026,22,14038.48,20998.60,9249.98,9249.98,3480.79,3480.97
07-02-2026,23,13361.88,25100.43,8320.69,8320.69,3111.43,3114.21
07-02-2026,24,12632.63,28246.28,7594.30,7594.30,2851.30,2851.89
08-02-2026,1,15157.50,33268.38,8320.20,8320.20,2768.27,2771.65
08-02-2026,2,16565.53,35265.13,8910.18,8910.18,2778.04,2777.94
08-02-2026,3,16053.60,35659.58,9678.15,9678.15,2590.37,2589.32
08-02-2026,4,15387.08,36102.05,9843.85,9843.85,2470.70,2470.70
08-02-2026,5,15129.78,35197.78,9162.80,9162.80,2520.41,2518.27
08-02-2026,6,15463.55,26003.18,8109.36,8109.36,3090.35,3083.71
08-02-2026,7,15963.85,17927.48,7920.23,7920.23,3432.47,3443.11
08-02-2026,8,20684.55,17628.43,10854.75,10854.75,4562.91,4573.37
08-02-2026,9,19675.75,20423.38,10802.62,10802.62,3823.91,3826.87
08-02-2026,10,15830.60,25931.45,10257.06,10257.06,2670.59,2674.21
08-02-2026,11,14009.73,32873.55,10221.89,10221.89,1771.68,1774.70
08-02-2026,12,13908.08,39694.20,9632.66,9632.66,1950.00,1949.36
08-02-2026,13,12328.88,47048.05,9110.92,9110.92,1730.76,1730.89
08-02-2026,14,11867.45,51934.60,8797.35,8797.35,1677.03,1677.09
08-02-2026,15,12571.33,48067.40,8855.06,8855.06,1487.10,1487.47
08-02-2026,16,13299.55,40910.55,9810.18,9810.18,1735.06,1735.52
08-02-2026,17,11722.45,32282.55,8591.50,8591.50,1942.77,1926.35
08-02-2026,18,11312.90,23545.53,7463.58,7463.58,2664.98,2659.08
08-02-2026,19,14966.63,18502.75,8643.48,8643.48,3624.55,3626.10
08-02-2026,20,14650.75,17408.53,8236.83,8236.83,3523.76,3526.45
08-02-2026,21,13344.05,19409.80,7759.94,7759.94,3274.62,3273.83
08-02-2026,22,12484.48,24680.78,7615.64,7615.64,2967.47,2965.85
08-02-2026,23,11840.98,27998.83,7015.31,7015.31,2741.67,2745.02
08-02-2026,24,11473.93,31369.45,6893.13,6893.13,2386.98,2387.40
09-02-2026,1,14545.00,33919.05,8453.48,8453.48,2698.63,2696.94
09-02-2026,2,15118.05,36537.93,9263.53,9263.53,2591.55,2591.40
09-02-2026,3,15847.55,37109.48,10102.81,10102.81,2585.24,2585.58
09-02-2026,4,16787.73,37541.28,10715.83,10715.83,2595.43,2595.42
09-02-2026,5,16827.65,35365.20,9975.00,9975.00,2748.36,2746.96
09-02-2026,6,16323.35,25273.83,8725.20,8725.20,3126.82,3122.89
09-02-2026,7,19845.33,17028.00,9434.21,9434.21,4162.72,4223.94
09-02-2026,8,26402.78,16879.13,13180.28,13180.28,6390.61,6376.27
09-02-2026,9,25064.63,20512.60,13596.14,13596.14,4414.90,4441.35
09-02-2026,10,21016.20,25435.55,12414.79,12414.79,3280.91,3292.90
09-02-2026,11,18252.65,30639.53,11932.55,11932.55,2524.79,2524.70
09-02-2026,12,17608.40,38320.83,11059.20,11059.20,2345.64,2347.25
09-02-2026,13,15778.03,45139.33,11487.60,11487.60,2199.17,2200.88
09-02-2026,14,14531.18,49603.25,12318.69,12318.69,1867.23,1867.00
09-02-2026,15,14840.35,44825.48,11833.79,11833.79,1907.55,1900.26
09-02-2026,16,15423.95,36178.45,10969.01,10969.01,2383.64,2383.92
09-02-2026,17,14339.43,28975.10,9170.26,9170.26,2573.15,2562.60
09-02-2026,18,15010.55,20179.53,8976.67,8976.67,3457.75,3482.78
09-02-2026,19,19884.80,15506.03,10108.50,10108.50,4855.80,4853.88
09-02-2026,20,19238.45,14472.70,8994.28,8994.28,4705.92,4718.00
09-02-2026,21,16335.68,16834.18,8878.13,8878.13,3790.34,3789.98
09-02-2026,22,15364.25,20816.63,9031.78,9031.78,3522.04,3521.09
09-02-2026,23,14777.03,24741.93,8207.63,8207.63,3168.94,3171.59
09-02-2026,24,14477.30,28100.53,7976.66,7976.66,2942.37,2942.95
10-02-2026,1,15008.43,31181.43,8279.31,8279.31,2807.84,2807.83
10-02-2026,2,16670.95,34264.23,9197.69,9197.69,2805.88,2806.01
10-02-2026,3,17045.50,35310.33,9899.25,9899.25,2781.04,2781.06
10-02-2026,4,16895.25,35392.83,9836.24,9836.24,2764.03,2764.04
10-02-2026,5,15481.58,31859.58,8965.38,8965.38,2688.83,2687.34
10-02-2026,6,16719.43,22431.40,8807.78,8807.78,3249.66,3254.79
10-02-2026,7,19809.48,14680.50,9039.23,9039.23,4349.98,4362.27
10-02-2026,8,25677.50,14700.48,10917.65,10917.65,7023.38,7056.02
10-02-2026,9,24357.83,18423.53,12673.38,12673.38,4481.93,4493.45
10-02-2026,10,20060.25,22958.23,12528.48,12528.48,3205.26,3221.06
10-02-2026,11,17366.18,27550.05,11481.38,11481.38,2406.20,2402.31
10-02-2026,12,16998.85,35058.78,10630.25,10630.25,2266.92,2266.48
10-02-2026,13,15110.13,43026.23,10690.70,10690.70,2148.34,2145.87
10-02-2026,14,14533.40,48360.55,11155.36,11155.36,1777.53,1777.93
10-02-2026,15,15757.55,44281.15,12119.08,12119.08,1960.45,1954.20
10-02-2026,16,16584.68,36263.60,11942.66,11942.66,2139.53,2138.16
10-02-2026,17,15828.20,26557.35,10085.54,10085.54,2560.02,2542.52
10-02-2026,18,15799.93,19302.00,9408.14,9408.14,3344.80,3361.80
10-02-2026,19,20032.38,16173.23,10841.93,10841.93,4925.82,4933.43
10-02-2026,20,18884.38,14932.53,9173.08,9173.08,4635.92,4642.69
10-02-2026,21,16836.55,16755.28,9150.80,9150.80,3810.87,3807.70
10-02-2026,22,15438.85,19816.45,8818.32,8818.32,3410.58,3409.79
10-02-2026,23,14706.43,23599.20,8380.35,8380.35,3078.77,3080.94
10-02-2026,24,14193.98,27475.03,7729.42,7729.42,2900.90,2901.31
11-02-2026,1,15155.95,30403.00,8858.52,8858.52,2784.45,2787.62
11-02-2026,2,16436.20,32892.33,9764.58,9764.58,2852.86,2852.92
11-02-2026,3,17053.68,34612.15,10299.43,10299.43,2841.46,2841.46
11-02-2026,4,17363.05,35029.90,10778.20,10778.20,2845.31,2845.31
11-02-2026,5,15919.20,31827.58,9407.51,9407.51,2829.05,2828.52
11-02-2026,6,17152.75,22571.33,9683.35,9683.35,3392.46,3394.55
11-02-2026,7,19258.65,14127.73,9182.80,9182.80,4448.77,4465.24
11-02-2026,8,26153.45,13738.15,10625.30,10625.30,9950.35,9950.41
11-02-2026,9,23615.28,18512.80,12690.65,12690.65,4550.10,4561.03
11-02-2026,10,19172.78,23143.18,12658.25,12658.25,3062.93,3067.45
11-02-2026,11,18410.48,28192.05,12181.80,12181.80,2552.92,2553.42
11-02-2026,12,19068.35,35430.73,12137.20,12137.20,2497.92,2498.32
11-02-2026,13,17378.65,42955.08,11932.40,11932.40,2263.01,2262.50
11-02-2026,14,16194.18,49439.03,12469.93,12469.93,1989.19,1989.57
11-02-2026,15,18134.18,45550.23,13127.56,13127.56,2127.65,2127.63
11-02-2026,16,18643.43,36697.80,12012.31,12012.31,2401.84,2401.73
11-02-2026,17,17163.90,26545.80,10209.86,10209.86,2716.88,2707.15
11-02-2026,18,15367.88,18884.98,9110.36,9110.36,3361.36,3376.45
11-02-2026,19,18777.48,13991.55,9631.40,9631.40,5084.98,5089.28
11-02-2026,20,18109.43,13803.10,8848.90,8848.90,4799.96,4807.72
11-02-2026,21,15798.10,16205.28,8328.84,8328.84,3890.95,3890.76
11-02-2026,22,14448.23,20079.40,8419.87,8419.87,3327.39,3325.51
11-02-2026,23,14006.33,23910.98,8174.03,8174.03,3003.70,3005.11
11-02-2026,24,12929.58,27521.45,7553.12,7553.12,2751.84,2753.07
12-02-2026,1,14701.78,28754.73,8405.73,8405.73,2860.97,2862.11
12-02-2026,2,15894.23,31134.18,9233.47,9233.47,2863.06,2863.29
12-02-2026,3,16421.83,32651.50,9855.41,9855.41,2831.17,2831.19
12-02-2026,4,16989.20,33214.35,10415.89,10415.89,2835.50,2835.53
12-02-2026,5,16966.93,30463.28,10149.40,10149.40,2928.28,2927.22
12-02-2026,6,16896.65,21308.93,9350.60,9350.60,3418.36,3415.21
12-02-2026,7,20051.03,14249.13,9180.70,9180.70,4812.22,4873.27
12-02-2026,8,27722.20,13398.23,10302.63,10302.63,10000.00,10000.00
12-02-2026,9,24374.70,16811.85,12250.58,12250.58,5960.68,5898.69
12-02-2026,10,21139.70,19892.38,11968.98,11968.98,3360.14,3363.10
12-02-2026,11,17264.65,24367.00,10241.30,10241.30,2778.14,2778.82
12-02-2026,12,17195.60,31249.55,10226.02,10226.02,2615.80,2615.40
12-02-2026,13,15928.83,39884.60,10797.60,10797.60,2379.57,2378.19
12-02-2026,14,15457.35,46422.90,11306.21,11306.21,2015.55,2014.92
12-02-2026,15,16386.40,40998.95,10717.83,10717.83,2126.53,2119.06
12-02-2026,16,17264.45,30446.58,9547.68,9547.68,2735.73,2739.18
12-02-2026,17,16128.78,22277.50,8906.69,8906.69,2870.23,2871.31
12-02-2026,18,17282.33,17268.93,9628.55,9628.55,3799.06,3854.32
12-02-2026,19,21501.48,13231.38,10056.87,10056.87,8775.04,8689.74
12-02-2026,20,19218.18,11861.00,8257.62,8257.62,6617.69,6651.51
12-02-2026,21,16810.15,14259.70,8412.40,8412.40,4298.82,4302.74
12-02-2026,22,14586.30,17704.88,8535.12,8535.12,3565.16,3564.45
12-02-2026,23,13407.48,22502.03,7931.23,7931.23,3195.43,3196.82
12-02-2026,24,12669.13,25463.93,7474.83,7474.83,2901.61,2902.06
13-02-2026,1,13493.18,28286.98,8006.24,8006.24,2779.32,2784.11
13-02-2026,2,14800.75,29683.25,8633.92,8633.92,2825.49,2825.53
13-02-2026,3,15211.33,30616.88,8948.79,8948.79,2819.57,2820.31
13-02-2026,4,15696.25,30963.80,9439.35,9439.35,2848.98,2849.00
13-02-2026,5,15548.65,27900.05,9272.17,9272.17,2914.86,2914.73
13-02-2026,6,14633.25,19398.58,7933.27,7933.27,3236.73,3239.83
13-02-2026,7,18414.13,12511.50,8173.10,8173.10,5265.16,5345.46
13-02-2026,8,26894.65,12341.35,9573.04,9573.04,10000.00,10000.00
13-02-2026,9,24209.80,16001.13,12054.80,12054.80,6114.47,6095.30
13-02-2026,10,21698.15,19390.88,12318.49,12318.49,3523.36,3519.42
13-02-2026,11,17817.80,25365.13,12104.23,12104.23,2648.22,2651.80
13-02-2026,12,18201.45,32448.20,11900.70,11900.70,2702.69,2701.72
13-02-2026,13,16840.98,40638.73,12984.13,12984.13,2417.94,2415.32
13-02-2026,14,15504.93,46015.60,12696.32,12696.32,2080.46,2081.98
13-02-2026,15,17180.88,40560.98,11285.79,11285.79,2328.25,2326.15
13-02-2026,16,18116.83,31620.23,10867.14,10867.14,2730.62,2730.17
13-02-2026,17,16887.93,22844.08,9900.58,9900.58,2908.04,2904.66
13-02-2026,18,16753.75,17154.55,9865.78,9865.78,3842.64,3888.38
13-02-2026,19,20448.83,13141.83,9349.17,9349.17,7174.73,7184.21
13-02-2026,20,18464.38,12387.58,8407.57,8407.57,5263.09,5277.26
13-02-2026,21,16095.70,14608.60,8219.29,8219.29,4167.70,4171.24
13-02-2026,22,13700.65,17937.48,8198.80,8198.80,3537.45,3535.77
13-02-2026,23,13498.28,21893.05,7871.29,7871.29,3152.22,3155.69
13-02-2026,24,12470.40,24880.90,7294.13,7294.13,2943.98,2945.30
14-02-2026,1,14628.78,28139.80,8291.80,8291.80,2896.65,2899.39
14-02-2026,2,15683.73,29434.33,8557.36,8557.36,2869.51,2869.76
14-02-2026,3,16481.53,30426.63,9157.30,9157.30,2860.26,2860.93
14-02-2026,4,16443.25,30776.40,9506.56,9506.56,2868.70,2868.60
14-02-2026,5,16360.25,28111.40,9147.43,9147.43,2964.79,2964.10
14-02-2026,6,14677.60,19896.35,7567.40,7567.40,3290.45,3290.74
14-02-2026,7,17471.25,12142.25,8113.39,8113.39,5313.03,5432.61
14-02-2026,8,25566.08,12156.60,9668.79,9668.79,10000.00,10000.00
14-02-2026,9,20787.90,16557.38,11015.85,11015.85,5481.89,5602.81
14-02-2026,10,16754.45,19767.63,10476.23,10476.23,3221.80,3234.24
14-02-2026,11,14967.08,26232.75,10040.30,10040.30,2420.55,2412.07
14-02-2026,12,14361.48,34448.33,9997.47,9997.47,2481.76,2481.61
14-02-2026,13,13384.30,42048.38,10648.90,10648.90,2241.96,2243.33
14-02-2026,14,12916.95,46207.80,10663.53,10663.53,1958.84,1960.20
14-02-2026,15,14340.68,41137.25,10591.62,10591.62,2290.61,2287.37
14-02-2026,16,15114.10,31469.18,9461.24,9461.24,2640.82,2639.72
14-02-2026,17,14552.28,21352.00,8185.97,8185.97,2807.22,2806.33
14-02-2026,18,14702.33,17678.83,9514.83,9514.83,3464.77,3504.84
14-02-2026,19,18771.65,13930.00,9852.05,9852.05,5084.63,5090.34
14-02-2026,20,17598.80,12398.85,8713.01,8713.01,5063.48,5065.43
14-02-2026,21,14794.18,15063.73,8800.76,8800.76,4048.80,4046.96
14-02-2026,22,12825.23,18532.20,8310.40,8310.40,3379.67,3379.47
14-02-2026,23,13000.23,22283.05,7656.43,7656.43,3117.02,3120.66
14-02-2026,24,11690.88,24999.70,6741.62,6741.62,2906.87,2910.17
15-02-2026,1,15324.95,28755.85,8751.99,8751.99,2860.96,2861.95
15-02-2026,2,16368.63,30298.70,8854.70,8854.70,2839.67,2839.67
15-02-2026,3,17267.48,31029.90,9543.66,9543.66,2838.70,2838.85
15-02-2026,4,17721.38,31447.88,10022.47,10022.47,2847.12,2847.17
15-02-2026,5,17741.83,28724.00,9819.76,9819.76,2920.93,2919.51
15-02-2026,6,17233.80,21112.65,8892.42,8892.42,3277.06,3274.79
15-02-2026,7,17741.45,14307.00,8736.05,8736.05,4060.31,4075.58
15-02-2026,8,21814.45,14677.25,11080.94,11080.94,6512.20,6528.61
15-02-2026,9,19483.90,17120.05,10597.48,10597.48,3684.65,3712.79
15-02-2026,10,17039.85,19922.35,10761.29,10761.29,2679.49,2686.52
15-02-2026,11,13868.48,25041.83,10290.47,10290.47,1807.53,1806.14
15-02-2026,12,14526.93,33787.25,10504.07,10504.07,1852.55,1850.32
15-02-2026,13,13848.98,41935.35,10774.37,10774.37,1740.14,1740.56
15-02-2026,14,13449.98,46764.35,10533.71,10533.71,1430.21,1429.71
15-02-2026,15,13752.25,41581.50,9502.48,9502.48,1929.72,1930.97
15-02-2026,16,12661.70,33799.15,8366.60,8366.60,2184.49,2183.87
15-02-2026,17,11945.28,25674.75,7932.90,7932.90,2157.33,2157.40
15-02-2026,18,11069.65,21652.98,7513.08,7513.08,2450.23,2446.76
