date,hour,exchange,mcp,mcv,buy_volume,sell_volume,day_of_week,month,is_weekend,is_peak,grid_period_Evening_Peak,grid_period_Morning_Peak,grid_period_Off_Peak,buy_sell_ratio,daily_avg_mcp,mcp_lag1,mcp_roll7_mean,mcp_roll7_std,mcp_ema_12,mcp_ema_24
2026-01-03,20.0,IEX,9.39979,5878.48,18180.25,7200.95,5,1,1,1,True,False,False,2.524701598365908,4.51537,4.838742916666667,,,4.536133666173569,4.513952111333333
2026-01-03,19.0,IEX,10.0,4603.32,22907.6,5757.63,5,1,1,1,True,False,False,3.9786509310625187,4.51537,4.838742916666667,,,4.536133666173569,4.513952111333333
2026-01-03,17.0,IEX,4.195930000000001,8352.55,16827.7,13820.48,5,1,1,1,False,False,True,1.2175915733624365,4.51537,4.838742916666667,,,4.536133666173569,4.513952111333333
2026-01-03,16.0,IEX,3.56562,8989.23,16262.73,19512.85,5,1,1,1,False,False,True,0.8334369398455701,4.51537,4.838742916666667,,,4.536133666173569,4.513952111333333
2026-01-03,15.0,IEX,3.25665,7393.0,14885.48,24815.73,5,1,1,1,False,False,True,0.5998405041480381,4.51537,4.838742916666667,,,4.536133666173569,4.513952111333333
2026-01-03,14.0,IEX,3.22931,6401.98,13322.55,28096.68,5,1,1,1,False,False,True,0.4741681221859066,4.51537,4.838742916666667,,,4.536133666173569,4.513952111333333
2026-01-03,13.0,IEX,3.39137,7905.93,14482.9,24137.4,5,1,1,1,False,False,True,0.6000190573135387,4.51537,4.838742916666667,,,4.536133666173569,4.513952111333333
2026-01-03,18.0,IEX,10.0,6063.04,21239.9,7292.35,5,1,1,1,True,False,False,2.9126276126178428,4.51537,4.838742916666667,,,4.536133666173569,4.513952111333333
2026-01-03,11.0,IEX,4.104430000000001,7568.45,16498.7,12903.13,5,1,1,1,False,False,True,1.2786587430502068,4.51537,4.838742916666667,,,4.536133666173569,4.513952111333333
2026-01-03,2.0,IEX,2.76532,6880.24,12667.18,29780.9,5,1,1,0,False,False,True,0.4253457751695396,4.51537,4.838742916666667,,,4.536133666173569,4.513952111333333
2026-01-03,3.0,IEX,2.69551,7441.5,13422.08,30553.7,5,1,1,0,False,False,True,0.4392947497555796,4.51537,4.838742916666667,,,4.536133666173569,4.513952111333333
2026-01-03,4.0,IEX,2.69061,8021.22,13864.0,30898.1,5,1,1,0,False,False,True,0.44870072902582986,4.51537,4.838742916666667,,,4.536133666173569,4.513952111333333
2026-01-03,5.0,IEX,2.79293,7409.8,13485.23,29791.18,5,1,1,0,False,False,True,0.4526584712479806,4.51537,4.838742916666667,,,4.536133666173569,4.513952111333333
