date,hour,exchange,mcp,mcv,buy_volume,sell_volume,day_of_week,month,is_weekend,is_peak,grid_period_Evening_Peak,grid_period_Morning_Peak,grid_period_Off_Peak,buy_sell_ratio,daily_avg_mcp,mcp_lag1,mcp_roll7_mean,mcp_roll7_std,mcp_ema_12,mcp_ema_24
2026-02-01,2.0,IEX,2.3949000000000003,7537.35,12425.08,36954.2,6,2,1,0,False,False,True,0.3362291700709989,2.66808125,2.821202083333333,2.966694642857143,0.2588393195938025,3.152107857033674,3.4889245014219896
2026-02-01,3.0,IEX,2.36168,8007.18,12833.05,36872.2,6,2,1,0,False,False,True,0.34804134270587556,2.66808125,2.821202083333333,2.966694642857143,0.2588393195938025,3.152107857033674,3.4889245014219896
2026-02-01,5.0,IEX,2.3762800000000004,7962.05,12811.3,35377.05,6,2,1,0,False,False,True,0.3621359043893891,2.66808125,2.821202083333333,2.966694642857143,0.2588393195938025,3.152107857033674,3.4889245014219896
2026-02-01,1.0,IEX,2.45392,7238.93,12131.73,33413.1,6,2,1,0,False,False,True,0.36308304217115944,2.66808125,2.821202083333333,2.966694642857143,0.2588393195938025,3.152107857033674,3.4889245014219896
2026-02-01,7.0,IEX,3.20026,7485.47,14478.2,16488.63,6,2,1,0,False,True,False,0.8780717373862645,2.66808125,2.821202083333333,2.966694642857143,0.2588393195938025,3.152107857033674,3.4889245014219896
2026-02-01,8.0,IEX,4.51443,10639.28,19032.4,15066.23,6,2,1,0,False,True,False,1.2632490004047139,2.66808125,2.821202083333333,2.966694642857143,0.2588393195938025,3.152107857033674,3.4889245014219896
2026-02-01,9.0,IEX,3.89309,11486.34,19914.23,18018.0,6,2,1,1,False,True,False,1.105240869627461,2.66808125,2.821202083333333,2.966694642857143,0.2588393195938025,3.152107857033674,3.4889245014219896
2026-02-01,6.0,IEX,2.8328200000000003,7556.6,13522.28,25080.28,6,2,1,0,False,True,False,0.5391598496750596,2.66808125,2.821202083333333,2.966694642857143,0.2588393195938025,3.152107857033674,3.4889245014219896
2026-02-01,10.0,IEX,3.03394,12639.83,19288.48,21963.58,6,2,1,1,False,True,False,0.8782029155182338,2.66808125,2.821202083333333,2.966694642857143,0.2588393195938025,3.152107857033674,3.4889245014219896
2026-02-02,24.0,IEX,2.8251,6919.82,12603.95,28506.48,0,2,0,0,False,False,True,0.44214333006314943,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,23.0,IEX,3.12383,8039.03,13207.38,23893.6,0,2,0,0,False,False,True,0.5527580605045879,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,22.0,IEX,3.54398,8904.85,14192.85,17956.7,0,2,0,1,True,False,False,0.7903930005009868,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,21.0,IEX,3.84087,8688.28,14991.18,14142.7,0,2,0,1,True,False,False,1.0599942012062802,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,20.0,IEX,4.84544,9064.62,17059.6,13010.78,0,2,0,1,True,False,False,1.3111896432718178,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,19.0,IEX,5.59145,10240.0,18059.65,13614.55,0,2,0,1,True,False,False,1.3264962842499415,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,18.0,IEX,3.5077,9467.61,15629.1,17775.0,0,2,0,1,True,False,False,0.8792742611087065,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,17.0,IEX,2.53331,9918.71,15969.0,26382.73,0,2,0,1,False,False,True,0.6052823189240528,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,15.0,IEX,1.9431,9766.5,13685.08,40928.35,0,2,0,1,False,False,True,0.334366765253335,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,14.0,IEX,1.99153,8956.39,11796.7,44122.58,0,2,0,1,False,False,True,0.2673619719727718,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,12.0,IEX,2.39774,9462.6,15808.75,30785.93,0,2,0,1,False,False,True,0.5135056824615967,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,16.0,IEX,2.22018,10867.05,15737.2,34316.88,0,2,0,1,False,False,True,0.45858481293795217,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,10.0,IEX,3.76769,13324.34,22658.5,20611.25,0,2,0,1,False,True,False,1.0993268234098723,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,11.0,IEX,2.79858,10546.77,18301.23,24084.25,0,2,0,1,False,False,True,0.7598837411337768,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,1.0,IEX,2.57219,7387.12,13190.58,32032.88,0,2,0,0,False,False,True,0.41178251833373003,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,2.0,IEX,2.45721,8320.93,13559.38,35615.03,0,2,0,0,False,False,True,0.3807207236998759,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,3.0,IEX,2.45066,9613.43,14601.33,35945.3,0,2,0,0,False,False,True,0.40620971297882896,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,4.0,IEX,2.45052,9890.39,14895.38,36285.2,0,2,0,0,False,False,True,0.41050841654159037,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,13.0,IEX,2.29816,9034.08,13813.3,38055.73,0,2,0,1,False,False,True,0.3629755623232097,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,6.0,IEX,2.98964,7999.99,14427.08,24904.65,0,2,0,0,False,True,False,0.5792926218279346,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,7.0,IEX,3.61685,8055.5,15967.4,16296.55,0,2,0,0,False,True,False,0.9798024729284405,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,8.0,IEX,5.5809,11627.21,22778.63,15169.53,0,2,0,0,False,True,False,1.501604201645269,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,9.0,IEX,4.59136,12909.33,23929.4,17531.88,0,2,0,1,False,True,False,1.3649078128729448,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-02,5.0,IEX,2.45324,8729.43,13950.58,34898.45,0,2,0,0,False,False,True,0.3997478396892275,3.1829679166666662,2.66808125,3.0464801785714286,0.2187397581041153,3.1568555585156726,3.464447974641564
2026-02-03,14.0,IEX,1.86312,9964.82,13178.5,45910.73,1,2,0,1,False,False,True,0.28704618717954467,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,15.0,IEX,1.92173,10249.05,14983.1,42201.35,1,2,0,1,False,False,True,0.3550384050853732,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,16.0,IEX,2.29509,10598.74,16372.43,35124.08,1,2,0,1,False,False,True,0.4661312124143518,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,17.0,IEX,2.56539,9740.55,15893.55,26996.63,1,2,0,1,False,False,True,0.5887234811942366,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,18.0,IEX,3.6,9436.87,15543.85,17559.1,1,2,0,1,True,False,False,0.8852304498036743,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,20.0,IEX,4.65601,8930.45,16410.6,12901.83,1,2,0,1,True,False,False,1.2719590931891374,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,21.0,IEX,3.86587,8584.15,14391.88,14781.58,1,2,0,1,True,False,False,0.9736361059009685,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,22.0,IEX,3.34267,8235.24,12943.03,18775.5,1,2,0,1,True,False,False,0.6893574068923025,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,23.0,IEX,2.97757,7625.35,12581.7,24870.65,1,2,0,0,False,False,True,0.5058854511217498,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,24.0,IEX,2.61196,6912.83,12021.4,29899.33,1,2,0,0,False,False,True,0.4020625209989446,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,19.0,IEX,5.31243,10002.87,17772.48,13323.35,1,2,0,1,True,False,False,1.3339347826680716,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,13.0,IEX,2.18277,9994.58,15208.85,39619.03,1,2,0,1,False,False,True,0.3838773941755067,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,12.0,IEX,2.38299,10285.85,17102.58,31469.4,1,2,0,1,False,False,True,0.5434669868051292,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,10.0,IEX,3.52195,12175.71,21847.23,21466.35,1,2,0,1,False,True,False,1.0177431184073011,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,9.0,IEX,4.3729,11854.17,21805.2,17000.65,1,2,0,1,False,True,False,1.2826097818126896,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,8.0,IEX,5.732399999999999,11171.17,21310.3,15325.95,1,2,0,0,False,True,False,1.390471715364808,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,7.0,IEX,3.4555700000000003,7887.16,14895.25,16703.88,1,2,0,0,False,True,False,0.8917239582110719,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,6.0,IEX,2.77094,7187.55,12790.5,25827.15,1,2,0,0,False,True,False,0.49523466565407537,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,5.0,IEX,2.38497,8024.21,12565.35,34648.43,1,2,0,0,False,False,True,0.3626527954188248,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,4.0,IEX,2.4503000000000004,9337.55,14085.1,36447.45,1,2,0,0,False,False,True,0.386449532028592,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,3.0,IEX,2.43014,8963.7,13577.38,36092.38,1,2,0,0,False,False,True,0.3761841141049207,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,2.0,IEX,2.46287,8215.83,13219.9,35858.85,1,2,0,0,False,False,True,0.3686649180415253,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,1.0,IEX,2.4730100000000004,7407.33,12543.48,32843.9,1,2,0,0,False,False,True,0.3819120139867944,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-03,11.0,IEX,2.59073,10302.57,18282.83,25676.28,1,2,0,1,False,False,True,0.7120513560718098,3.0926408333333337,3.1829679166666662,3.026513095238095,0.2048790099647002,3.1469763700260818,3.434703403336906
2026-02-04,15.0,IEX,2.32417,11060.46,16251.45,40940.98,2,2,0,1,False,False,True,0.39694824100523524,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,16.0,IEX,2.60575,10697.66,17512.15,32911.33,2,2,0,1,False,False,True,0.5321009510912804,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,17.0,IEX,2.8982,9654.35,16578.75,24288.65,2,2,0,1,False,False,True,0.6825719005862524,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,18.0,IEX,3.95603,9383.11,17216.83,15817.05,2,2,0,1,True,False,False,1.0884981705890175,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,19.0,IEX,6.55375,9362.27,20408.05,12300.65,2,2,0,1,True,False,False,1.65910337936686,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,24.0,IEX,2.81612,7142.39,13358.63,28383.78,2,2,0,0,False,False,True,0.47064309247371455,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,21.0,IEX,4.26563,7939.63,16077.2,13678.65,2,2,0,1,True,False,False,1.175349905747022,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,22.0,IEX,3.59128,8032.95,14505.63,18615.05,2,2,0,1,True,False,False,0.7792420644697479,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,23.0,IEX,3.23775,8275.27,14334.6,24206.78,2,2,0,0,False,False,True,0.5921729364284829,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,14.0,IEX,2.02297,11616.69,14958.83,47287.48,2,2,0,1,False,False,True,0.3163380665841491,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,20.0,IEX,5.55013,8087.83,18331.7,11577.83,2,2,0,1,True,False,False,1.5833450641585298,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,13.0,IEX,2.42033,10678.22,15380.8,40314.83,2,2,0,1,False,False,True,0.38151717361042636,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,12.0,IEX,2.69797,10191.6,16514.93,32493.45,2,2,0,1,False,False,True,0.5082541249057105,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,11.0,IEX,2.94559,10705.2,18575.18,26020.4,2,2,0,1,False,False,True,0.7138698864299281,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,2.0,IEX,2.46627,8047.3,13006.5,35192.28,2,2,0,0,False,False,True,0.36958389727247454,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,3.0,IEX,2.47048,9322.6,14334.5,35739.85,2,2,0,0,False,False,True,0.40107890760563375,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,4.0,IEX,2.47563,9839.06,14959.3,36216.75,2,2,0,0,False,False,True,0.41304921054124144,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,5.0,IEX,2.52294,8999.03,14589.8,34822.68,2,2,0,0,False,False,True,0.4189740708012783,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,1.0,IEX,2.47043,7484.9,12520.6,31774.65,2,2,0,0,False,False,True,0.39404367935003415,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,7.0,IEX,3.81286,8621.38,16798.03,16248.65,2,2,0,0,False,True,False,1.0338108082617259,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,8.0,IEX,7.07524,11128.75,22763.9,14380.98,2,2,0,0,False,True,False,1.5829171575352188,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,9.0,IEX,4.91844,12148.9,22948.53,16851.33,2,2,0,1,False,True,False,1.3618230719107491,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,10.0,IEX,3.77309,13099.8,22423.48,21398.83,2,2,0,1,False,True,False,1.0478834585592374,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-04,6.0,IEX,3.0428,7549.65,14047.75,24956.1,2,2,0,0,False,True,False,0.5628984494520785,3.45474375,3.0926408333333337,3.060474821428571,0.2552353320582533,3.194325197714377,3.4363066310699537
2026-02-05,14.0,IEX,1.97693,10379.18,13382.58,46488.28,3,2,0,1,False,False,True,0.28786997490811234,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,23.0,IEX,3.32713,8692.53,14782.28,24274.83,3,2,0,0,False,False,True,0.6089550367154146,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,22.0,IEX,3.59472,9071.43,15074.45,19081.1,3,2,0,1,True,False,False,0.790019966988266,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,21.0,IEX,3.93188,8950.35,16895.73,14586.0,3,2,0,1,True,False,False,1.1583525290289645,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,20.0,IEX,5.3616,8971.45,18985.7,12729.55,3,2,0,1,True,False,False,1.49146670424998,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,19.0,IEX,6.8003,10650.87,21587.33,14032.3,3,2,0,1,True,False,False,1.5384028266653347,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,18.0,IEX,3.73726,10163.81,17516.33,18155.25,3,2,0,1,True,False,False,0.9648079751230042,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,17.0,IEX,2.9547600000000003,10338.3,17012.88,25730.78,3,2,0,1,False,False,True,0.6611878844476585,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,16.0,IEX,2.6648400000000003,10912.3,17575.28,32522.85,3,2,0,1,False,False,True,0.5403979046915022,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,15.0,IEX,2.33456,11232.76,16051.75,41391.05,3,2,0,1,False,False,True,0.3878072674194524,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,13.0,IEX,2.41696,11066.53,15848.15,41124.75,3,2,0,1,False,False,True,0.3853676921111088,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,24.0,IEX,2.93027,7467.38,13761.35,28160.05,3,2,0,0,False,False,True,0.48868343611297443,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,11.0,IEX,2.91399,11207.78,17790.08,26247.03,3,2,0,1,False,False,True,0.6777940206271743,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,1.0,IEX,2.56027,7791.55,13773.25,33075.45,3,2,0,0,False,False,True,0.41641912644683016,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,2.0,IEX,2.56808,8707.01,14830.95,36231.48,3,2,0,0,False,False,True,0.4093387848331509,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,3.0,IEX,2.47826,9725.72,15155.13,36523.15,3,2,0,0,False,False,True,0.4149458629896528,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,4.0,IEX,2.48324,10155.03,15608.98,37146.13,3,2,0,0,False,False,True,0.4202047426151244,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,5.0,IEX,2.48565,9245.93,14737.65,35804.9,3,2,0,0,False,False,True,0.41160986333948424,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,12.0,IEX,2.55112,11264.27,16910.1,33607.0,3,2,0,1,False,False,True,0.5031719580732668,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,7.0,IEX,3.83153,8653.48,17497.45,16893.43,3,2,0,0,False,True,False,1.0357547277043473,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,8.0,IEX,7.30008,12344.28,25164.03,15764.48,3,2,0,0,False,True,False,1.5962486541920515,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,9.0,IEX,4.86972,13167.23,24773.8,18238.15,3,2,0,1,False,True,False,1.3583504898477363,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,10.0,IEX,3.32923,12533.76,23179.93,23393.1,3,2,0,1,False,True,False,0.9908874834926165,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-05,6.0,IEX,3.01093,7666.53,14458.2,26211.43,3,2,0,0,False,True,False,0.5515990540952558,3.4338879166666665,3.45474375,3.100957738095238,0.29175613077734086,3.2311810006301136,3.436113133917691
2026-02-06,14.0,IEX,1.7386400000000002,11041.95,13620.98,48966.4,4,2,0,1,False,False,True,0.27816992871067303,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,23.0,IEX,3.2317600000000004,8612.42,14350.45,24474.03,4,2,0,0,False,False,True,0.5863541882614535,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,22.0,IEX,3.48476,8504.57,14921.43,18891.93,4,2,0,1,True,False,False,0.789830895631187,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,21.0,IEX,3.83451,9068.32,16906.05,15527.75,4,2,0,1,True,False,False,1.0887636643501062,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,20.0,IEX,4.90786,9040.08,18263.93,13023.18,4,2,0,1,True,False,False,1.4024170737082517,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,19.0,IEX,5.71501,9649.27,19406.08,13552.5,4,2,0,1,True,False,False,1.4319188331068669,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,18.0,IEX,3.54879,8696.85,16285.08,17770.7,4,2,0,1,True,False,False,0.9164005914700036,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,17.0,IEX,2.64094,11027.79,16529.15,29006.95,4,2,0,1,False,False,True,0.569834125763021,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,16.0,IEX,2.40335,12480.25,17208.1,36568.23,4,2,0,1,False,False,True,0.4705751411893396,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,15.0,IEX,1.90027,12458.32,15251.2,45222.5,4,2,0,1,False,False,True,0.3372480512273209,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,13.0,IEX,2.04521,11446.06,14791.25,43503.28,4,2,0,1,False,False,True,0.34000309853877614,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,24.0,IEX,2.86977,7877.36,13783.63,28297.78,4,2,0,0,False,False,True,0.4870922734973937,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,11.0,IEX,2.4778,11940.55,16956.8,28071.58,4,2,0,1,False,False,True,0.6040557743439964,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,1.0,IEX,2.67936,8231.67,14397.2,32513.7,4,2,0,0,False,False,True,0.4428041101311742,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,2.0,IEX,2.65356,8862.3,15228.08,34054.55,4,2,0,0,False,False,True,0.447167265329547,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,3.0,IEX,2.55277,9508.78,15412.2,35320.45,4,2,0,0,False,False,True,0.43635344384447156,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,4.0,IEX,2.53247,9888.2,15725.85,35615.9,4,2,0,0,False,False,True,0.4415401546945212,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,5.0,IEX,2.5667600000000004,9038.6,15078.53,34116.5,4,2,0,0,False,False,True,0.44197177305937835,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,12.0,IEX,2.09125,11603.92,15783.18,35715.45,4,2,0,1,False,False,True,0.4419146334592131,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,7.0,IEX,3.88756,8569.12,17644.85,16074.1,4,2,0,0,False,True,False,1.0977193117513768,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,8.0,IEX,7.51513,12323.43,24401.28,15617.83,4,2,0,0,False,True,False,1.5623988725947209,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
2026-02-06,9.0,IEX,4.37188,12843.56,23576.68,18985.78,4,2,0,1,False,True,False,1.24180728880151,3.239830833333333,3.4338879166666665,3.127622083333333,0.2951711345604658,3.2325117441229168,3.4204105498709425
